Virtual_Realm,Operator,DSC_Peer,Hostname,SCTP_IP,Pingable,WorkMode,Customer_Contact
atni.com,Commnet Wireless,Commnet-dra1-cr,dra1-cr.atni.com,204.133.178.168,YES,Active,ireg@atni.com
atni.com,Commnet Wireless,Commnet-dra3-mia,dra3-mia.atni.com,162.253.171.88,YES,Active,ireg@atni.com
epc.mnc002.mcc738.3gppnetwork.org,Guyana Telephone & Telegraph Co.,Commnet-Guyana-HSS,gtthss.lte.gtt.gy.epc.mnc002.mcc738.3gppnetwork.org,162.253.171.110,NO,Active,pstebner@atni.com
epc.mnc002.mcc738.3gppnetwork.org,Guyana Telephone & Telegraph Co.,Commnet-Guyana-MME,GTTVMME01.epc.mnc002.mcc738.3gppnetwork.org,162.253.171.111,NO,Active,pstebner@atni.com
epc.mnc460.mcc310.3gppnetwork.org,Conecto,Conecto-HSS,hss1.dal01.cnc.to,209.105.245.65,,Active,keith.milner@cnc.to;noc@cnc.to
epc.mnc001.mcc455.3gppnetwork.org,CTM,CTM-CTMSPS02-DEA,ctmsps02.epc.mnc001.mcc455.3gppnetwork.org,"113.52.112.90,113.52.112.94",No,Active,Evelina.SL.Tang@ctm.com.mo;Reno.G.Zhang@ctm.com.mo; Vai-Lon.Sou@ctm.com.mo; Pou-Fai.Kok@ctm.com.mo; Eric.KL.Chan@ctm.com.mo; Wen-Tian.Zhu@ctm.com.mo; NMC_Dutyhead@ctm.com.mo; Kuan-Sam.lei@ctm.com.mo
epc.mnc001.mcc455.3gppnetwork.org,CTM,CTM-TECSPS01-DEA,tecsps01.epc.mnc001.mcc455.3gppnetwork.org,"113.52.112.82,113.52.112.86",No,Active,Evelina.SL.Tang@ctm.com.mo;Reno.G.Zhang@ctm.com.mo; Vai-Lon.Sou@ctm.com.mo; Pou-Fai.Kok@ctm.com.mo; Eric.KL.Chan@ctm.com.mo; Wen-Tian.Zhu@ctm.com.mo; NMC_Dutyhead@ctm.com.mo; Kuan-Sam.lei@ctm.com.mo
epc.mnc001.mcc460.3gppnetwork.org,China Unicom,CU-Beijing-iDRA,idra01.bj.dra.epc.mnc001.mcc460.3gppnetwork.org,"220.206.159.129,220.206.159.137",,Active,lding@chinaunicom.cn;xinyuzhang@chinaunicom.cn;maizy@chinaunicom.cn;yyw-jk@chinaunicom.cn;hq-gpd-nocmob@chinaunicom.cn;xinzhang@chinaunicom.cn;wangdan1@chinaunicom.cn;xinyu.yang@syniverse.com;sean.wu@syniverse.com
epc.mnc001.mcc460.3gppnetwork.org,China Unicom,CU-Guangzhou-iDRA,idra01.gd.dra.epc.mnc001.mcc460.3gppnetwork.org,"220.206.159.147,220.206.159.155",,Active,lding@chinaunicom.cn;xinyuzhang@chinaunicom.cn;maizy@chinaunicom.cn;yyw-jk@chinaunicom.cn;hq-gpd-nocmob@chinaunicom.cn;xinzhang@chinaunicom.cn;wangdan1@chinaunicom.cn;xinyu.yang@syniverse.com;sean.wu@syniverse.com
epc.mnc007.mcc454.3gppnetwork.org,China Unicom International,CU-HK-DEA,dra01.hk.dra.epc.mnc007.mcc454.3gppnetwork.org,203.160.85.11;203.160.85.19,YES,Active,samqiu@chinaunicom.cn;hexu7@chinaunicom.cn;thomas.ng@chinaunicom.cn;hk-gpd-nochk@chinaunicom.cn;ho-elvishu@chinaunicom.cn;kelsikoo@chinaunicom.cn
epc.mnc001.mcc714.3gppnetwork.org,Cable and Wireless Panama,CWP-DSCJF01,dscjf01.epc.mnc001.mcc714.3gppnetwork.org,"201.225.231.24, 201.225.231.25",NO,Active,Karla.Rodriguez@cwpanama.com;Mario.TunonS@cwpanama.com;Milca.Salado@cwpanama.com;Ariel.Perez@cwpanama.com;Noc.Alarma@cwpanama.com
epc.mnc001.mcc714.3gppnetwork.org,Cable and Wireless Panama,CWP-DSCRA01,dscra01.epc.mnc001.mcc714.3gppnetwork.org,"201.225.231.26, 201.225.231.27",NO,Active,Karla.Rodriguez@cwpanama.com;Mario.TunonS@cwpanama.com;Milca.Salado@cwpanama.com;Ariel.Perez@cwpanama.com;Noc.Alarma@cwpanama.com
epc.mnc001.mcc633.3gppnetwork.org,Cable and Wireless Seychelles,CWSSeychelles-sps1-dea,sps1.epc.mnc001.mcc633.3gppnetwork.org,"41.86.49.81,41.86.49.83",YES,Active,mobile@cwseychelles.com;ibrahim.sendagire@cwseychelles.com;roaming@cwseychelles.com;roamingtech@cwseychelles.com
epc.mnc210.mcc312.3gppnetwork.org,Eltopia Communications,dcc_dea01	,dea01.epc.mnc210.mcc312.3gppnetwork.org	,"198.140.31.2,198.140.31.26",YES,Active,support@dccllc.net	;jake@dccllc.net;jhorn@dccllc.net;nolive@dccllc.net;nplescher@dccllc.net
epc.mnc210.mcc312.3gppnetwork.org,DCC,dcc_dea01,dea01.epc.mnc210.mcc312.3gppnetwork.org,"198.140.31.2,198.140.31.26",YES,Active,support@dccllc.net;jake@dccllc.net;nplescher@dccllc.net;jhorn@dccllc.net;nolive@dccllc.net
epc.mnc210.mcc312.3gppnetwork.org,Midwest Network Solutions Hub,dea01.epc.mnc210.mcc312.3gppnetwork.org,,"198.140.31.2,198.140.31.26",YES,Active,support@dccllc.net	;jake@dccllc.net;jhorn@dccllc.net;nolive@dccllc.net;nplescher@dccllc.net
epc.mnc002.mcc413.3gppnetwork.org,Dialog Telekom,Dialog-AKBAR-HSS,hssakbar.epc.mnc002.mcc413.3gppnetwork.org,202.69.206.126;202.69.206.122,YES,Active,roaming_switch@dialog.lk;Aruna.Prabath@dialog.lk;Menuka.Jayasekara@dialog.lk;Champika.Munasinghe@dialog.lk;Varuni.Upeka@dialog.lk;Dilan.Senaratne@dialog.lk;Mobile_Core_NOC@dialog.lk
,Dialog Telekom,Dialog-mmec01-MME,mmec01.mmegi8001.mme.epc.mnc002.mcc413.3gppnetwork.org,"202.69.206.62,202.69.206.63",YES,Active,roaming_switch@dialog.lk;Aruna.Prabath@dialog.lk;Menuka.Jayasekara@dialog.lk;Champika.Munasinghe@dialog.lk;Varuni.Upeka@dialog.lk;Dilan.Senaratne@dialog.lk;Mobile_Core_NOC@dialog.lk
,Dialog Telekom,Dialog-mmec02-MME,mmec02.mmegi8001.mme.epc.mnc002.mcc413.3gppnetwork.org,202.69.206.190;202.69.206.191,YES,Active,roaming_switch@dialog.lk;Aruna.Prabath@dialog.lk;Menuka.Jayasekara@dialog.lk;Champika.Munasinghe@dialog.lk;Varuni.Upeka@dialog.lk;Dilan.Senaratne@dialog.lk;Mobile_Core_NOC@dialog.lk
epc.mnc002.mcc413.3gppnetwork.org,Dialog Telekom,Dialog-PILI-HSS,pili.hss.epc.mnc002.mcc413.3gppnetwork.org,202.69.206.254;202.69.206.250,YES,Active,roaming_switch@dialog.lk;Aruna.Prabath@dialog.lk;Menuka.Jayasekara@dialog.lk;Champika.Munasinghe@dialog.lk;Varuni.Upeka@dialog.lk;Dilan.Senaratne@dialog.lk;Mobile_Core_NOC@dialog.lk
,Dialog Telekom,Dialog-PiLi-MME,mmec03.mmegi8001.mme.epc.mnc002.mcc413.3gppnetwork.org,"202.69.207.107,202.69.207.108",YES,Active,roaming_switch@dialog.lk;Aruna.Prabath@dialog.lk;Menuka.Jayasekara@dialog.lk;Champika.Munasinghe@dialog.lk;Varuni.Upeka@dialog.lk;Dilan.Senaratne@dialog.lk;Mobile_Core_NOC@dialog.lk
epc.mnc050.mcc338.3gppnetwork.org,Digicel Jamaica,Digicel-mia,dscmia1.epc.mnc050.mcc338.3gppnetwork.org;transport=sctp,"173.225.255.252,173.225.255.253",YES,Active,emmanuel.gay@digicelgroup.com;guarwayne.mclean@digicelgroup.com;jean-marc.castera@digicelgroup.com;krishna.phillips@digicelgroup.com;mark.farquharson@digicelgroup.com;Dwayne.Maxam@digicelgroup.com;ray-andrew.reynolds@digicelgroup.com;robert.taylor@digicelgroup.com;roamtech@digicelgroup.com;dwayne.beckles@digicelgroup.com;roderick.wisdom@digicelgroup.com
epc.mnc050.mcc338.3gppnetwork.org,Digicel Jamaica,Digicel-nyc,dscnyc1.epc.mnc050.mcc338.3gppnetwork.org;transport=sctp,"66.249.144.169,66.249.144.170",YES,Active,emmanuel.gay@digicelgroup.com;guarwayne.mclean@digicelgroup.com;jean-marc.castera@digicelgroup.com;krishna.phillips@digicelgroup.com;mark.farquharson@digicelgroup.com;Dwayne.Maxam@digicelgroup.com;ray-andrew.reynolds@digicelgroup.com;robert.taylor@digicelgroup.com;roamtech@digicelgroup.com;dwayne.beckles@digicelgroup.com;roderick.wisdom@digicelgroup.com
epc.mnc001.mcc638.3gppnetwork.org,Evatis (Djibouti Telekom),Djibouti-Telekom-DSC,hadsc1.epc.mnc001.mcc638.3gppnetwork.org,"197.241.42.129,197.241.42.130",YES,Active,roam_djidj_manager@intnet.dj;roam_djidj_coordinator@intnet.dj;roam_djidj_implementation@intnet.dj
epc.mnc370.mcc310.3gppnetwork.org,Docomo Pacific,Docomo-Pacific-dea01,dpac-dea01.epc.mnc370.mcc310.3gppnetwork.org;transport=sctp,131.166.146.9,YES,Active,noriel.ocampo@docomopacific.com;jerryj@docomopacific.com;dpacireg@docomopacific.com
epc.mnc370.mcc310.3gppnetwork.org,Docomo Pacific,Docomo-Pacific-dea02,dpac-dea02.epc.mnc370.mcc310.3gppnetwork.org;transport=sctp,131.166.146.13,YES,Active,noriel.ocampo@docomopacific.com;jerryj@docomopacific.com;dpacireg@docomopacific.com
epc.mnc005.mcc724.3gppnetwork.org,Claro Brazil,drarj01d.epc.mnc005.mcc724.3gppnetwork.org,,"201.23.161.68,201.23.163.132,201.23.161.69,201.23.163.133",YES,Active,Roaming.OMR@claro.com.br; Leticia.Domingues@claro.com.br; David.Yves@claro.com.br; Cassio.Monteiro@claro.com.br; Fernanda.Araujo@claro.com.br; 
epc.mnc005.mcc724.3gppnetwork.org,Claro Brazil,drasi01d.epc.mnc005.mcc724.3gppnetwork.org,,"201.23.161.84,201.23.163.148,201.23.161.85,201.23.163.149",YES,Active,Roaming.OMR@claro.com.br; Leticia.Domingues@claro.com.br; David.Yves@claro.com.br; Cassio.Monteiro@claro.com.br; Fernanda.Araujo@claro.com.br; 
ipx.bt.com,BT Global Services Peer,dsc-nl-ams-eq01,dsc-nl-ams-eq01,"147.152.56.10,147.152.56.14",YES,Active,Stephen.sherry@bt.com;Signalling.management@bt.com;provisionlteroam@bt.com 
epc.mnc011.mcc528.3gppnetwork.org,DataStream Technology,DST-DEA-01,sps01.epc.mnc011.mcc528.3gppnetwork.org,"103.20.25.33,103.20.25.37",YES,Active,dygtengah.metussin@dst-group.com;naimah.amin@dst-group.com;raidah.salleh@dst-group.com;waikheong.cheong@dst-group.com;mazlan.salleh@dst-group.com;alenor.puasa@dst-group.com;eng.noc@dst-group.com
epc.mnc011.mcc528.3gppnetwork.org,DataStream Technology,DST-DEA-02,sps02.epc.mnc011.mcc528.3gppnetwork.org,"103.20.25.41,103.20.25.45",YES,Active,dygtengah.metussin@dst-group.com;naimah.amin@dst-group.com;raidah.salleh@dst-group.com;waikheong.cheong@dst-group.com;mazlan.salleh@dst-group.com;alenor.puasa@dst-group.com;eng.noc@dst-group.com
diameter.dtag.grx,Deutsche Telekom Peering Hub,DTAG-FFM01-DRA,sdc-ffm01.diameter.dtag.grx,"81.28.79.65,81.28.79.89",YES,Active,SNM.INMC-Frankfurt@telekom.de; fmvoice.inmc@telekom.de;L.Terfort@telekom.de;Fmvoice.Inmc@telekom.de	
diameter.dtag.grx,Deutsche Telekom Peering Hub,DTAG-FFM21-DRA,sdc-ffm21.diameter.dtag.grx,"81.28.79.81,81.28.79.73",YES,Active,SNM.INMC-Frankfurt@telekom.de; fmvoice.inmc@telekom.de;L.Terfort@telekom.de;Fmvoice.Inmc@telekom.de	
epc.mnc004.mcc648.3gppnetwork.org	,Econet Wireless,Econet-DSC-HRE1001,wvedsc.econet.co.zw,"217.15.121.229,217.15.121.240",YES,Active,Stanslous.Chitauro@econet.co.zw;Fungai.Dzivakwi@econet.co.zw;Clement.Zinhara@econet.co.zw;Gerald.Makurira@econet.co.zw;Artwell.Magadzire@econet.co.zw;Christopher.Muchechemera@econet.co.zw
epc.mnc004.mcc648.3gppnetwork.org,Econet Wireless,Econet-DSC-HRE1002,phedsc.econet.co.zw,"77.246.52.82,77.246.52.83",YES,Active,Stanslous.Chitauro@econet.co.zw;Fungai.Dzivakwi@econet.co.zw;Clement.Zinhara@econet.co.zw;Gerald.Makurira@econet.co.zw;Artwell.Magadzire@econet.co.zw;Christopher.Muchechemera@econet.co.zw
sps.mnc017.mcc716.3gppnetwork.org,Entel Peru,Entel-Peru-LIMDRA01,limdra01.sps.mnc017.mcc716.3gppnetwork.org,"186.160.129.132,186.160.129.148",YES,Active,
sps.mnc017.mcc716.3gppnetwork.org,Entel Peru,Entel-Peru-LIMDRA02,limdra02.sps.mnc017.mcc716.3gppnetwork.org,"186.160.197.196,186.160.197.212",YES,Active,
ipx.etisalat.3gppnetwork.org,ETISALAT UAE Peer,Etisalat-UAE-DEA1,drx1.ipx.etisalat.3gppnetwork.org,"31.219.178.14,31.219.178.46",228,Active,jjacob@etisalat.ae;networkops@etisalat.ae;carriersupport@etisalat.ae
ipx.etisalat.3gppnetwork.org,ETISALAT UAE Peer,Etisalat-UAE-DEA2,drx2.ipx.etisalat.3gppnetwork.org,"31.219.178.78,31.219.178.110",228,Active,jjacob@etisalat.ae;networkops@etisalat.ae;carriersupport@etisalat.ae
,EU-AMS-DSC-01,EU-AMS-DSC01,ams-01.dra.ipx.syniverse.3gppnetwork.org,173.209.215.102;173.209.215.118,YES,Active,DSS_Route_Provision@syniverse.com
,EU-FRT-DSC-01,EU-FRT-DSC01,frt-01.dra.ipx.syniverse.3gppnetwork.org,173.209.215.166;173.209.215.182,YES,Active,DSS_Route_Provision@syniverse.com
epc.mnc001.mcc466.3gppnetwork.org,FarEasTone,FET-Neihu-DEA,nnh01dea.epc.mnc001.mcc466.3gppnetwork.org,211.77.227.96;211.77.227.97,Yes,Active,noc@fareastone.com.tw; Roaming_IREG@fareastone.com.tw;eastl@fareastone.com.tw; RoamingFET_KGT@fareastone.com.tw;eastl@fareastone.com.tw ; Roaming_IREG@fareastone.com.tw
epc.mnc001.mcc466.3gppnetwork.org,FarEasTone,FET-Taipei-DEA,tp01dea.epc.mnc001.mcc466.3gppnetwork.org,211.77.226.96;211.77.226.97,YES,Active,noc@fareastone.com.tw; Roaming_IREG@fareastone.com.tw;eastl@fareastone.com.tw; RoamingFET_KGT@fareastone.com.tw;eastl@fareastone.com.tw ; Roaming_IREG@fareastone.com.tw
freedom.com,Freedom Mobile,FreedomMobile-tornkdra21-DRA,tornkdra21.epc.mnc490.mcc302.3gppnetwork.org,"199.7.157.172,199.7.157.180",YES,Active,
freedom.com,Freedom Mobile,FreedomMobile-vannkdra31-DRA,vannkdra31.epc.mnc490.mcc302.3gppnetwork.org,"199.7.159.172,199.7.159.180",YES,Active,
dea.orange-multimedia.net,FranceTelecom Peering Hub,FT-MP1Paris-DEA,mp1.dsrparis.dea.orange-multimedia.net,"193.249.224.145,193.249.224.129",NO,Active,ss7.roaming@orange.com;csciw@orange.com
dea.orange-multimedia.net,FranceTelecom Peering Hub,FT-MP1Reims-DEA,mp1.dsrreims.dea.orange-multimedia.net,"193.249.224.177,193.249.224.161",NO,Active,ss7.roaming@orange.com;csciw@orange.com
dea.orange-multimedia.net,FranceTelecom Peering Hub,FT-MP2Paris-DEA,mp2.dsrparis.dea.orange-multimedia.net,"193.249.224.146,193.249.224.130",NO,Active,ss7.roaming@orange.com;csciw@orange.com
dea.orange-multimedia.net,FranceTelecom Peering Hub,FT-MP2Reims-DEA,mp2.dsrreims.dea.orange-multimedia.net,"193.249.224.178,193.249.224.162",NO,Active,ss7.roaming@orange.com;csciw@orange.com
,Gibtel,Gibtelecom-sgsnhv01-MME,sgsnhv01.epc.mnc001.mcc266.3gppnetwork.org,"195.244.199.68,195.244.199.69",YES,Active,antonio.medina@gibtele.com;GibtelecomWirelessCore@gibtele.com;roaming@gibtele.com;bbtn.broadband@gibtele.com;antonio.medina@gibtele.com;vs.mobile@gibtele.com;net-ops@gibtele.com;vs.mobile@gibtele.com;bbtn.broadband@gibtele.com
,Gibtel,Gibtelecom-sgsnmp01-MME,sgsnmp01.epc.mnc001.mcc266.3gppnetwork.org,"195.244.199.52,195.244.199.53",YES,Active,antonio.medina@gibtele.com;GibtelecomWirelessCore@gibtele.com;roaming@gibtele.com;bbtn.broadband@gibtele.com;antonio.medina@gibtele.com;vs.mobile@gibtele.com;net-ops@gibtele.com;vs.mobile@gibtele.com;bbtn.broadband@gibtele.com
epc.mnc001.mcc266.3gppnetwork.org,Gibtel,Gibtelecom-SLFMP01-HSS,slfmp01.epc.mnc001.mcc266.3gppnetwork.org,"195.244.199.57,195.244.199.58",YES,Active,antonio.medina@gibtele.com;GibtelecomWirelessCore@gibtele.com;roaming@gibtele.com;bbtn.broadband@gibtele.com;antonio.medina@gibtele.com;vs.mobile@gibtele.com;net-ops@gibtele.com;vs.mobile@gibtele.com;bbtn.broadband@gibtele.com
epc.mnc002.mcc515.3gppnetwork.org,Globe,Globe-New-DEA1,deavalero.epc.mnc002.mcc515.3gppnetwork.org,"112.198.126.96,112.198.126.97",YES,Active,roaming@globe.com.ph;fadres@globe.com.ph; vrfiguerres@globe.com.ph;rbregner@globe.com.ph;rpantiforda@globe.com.ph 
epc.mnc002.mcc515.3gppnetwork.org,Globe,Globe-New-DEA2,deatalisay.epc.mnc002.mcc515.3gppnetwork.org,"112.198.126.98,112.198.126.99",YES,Active,roaming@globe.com.ph;fadres@globe.com.ph; vrfiguerres@globe.com.ph;rbregner@globe.com.ph;rpantiforda@globe.com.ph 
globecomm.com,globecomm,globecomm_gsidsr1,gsidsr1.globecomm.com,207.241.174.132,YES,Active,ntaveras@globecomm.com
uscsim.globetouch.com,Globetouch US,Globetouch-dradl1,dradl1.uscsim.globetouch.com,"192.234.88.102,192.234.88.118",YES,Active,saravanan.palani@globetouch.com; rahul.bassi@globetouch.com;Alan.MacDonald@globetouch.com;gt.noc@globetouch.com
uscsim.globetouch.com,Globetouch US,Globetouch-dradl2,dradl2.uscsim.globetouch.com,"192.234.88.103,192.234.88.119",YES,Active,saravanan.palani@globetouch.com; rahul.bassi@globetouch.com;Alan.MacDonald@globetouch.com;gt.noc@globetouch.com
uscsim.globetouch.com,Globetouch US,Globetouch-drasc1,drasc1.uscsim.globetouch.com,"192.234.88.38,192.234.88.54",YES,Active,saravanan.palani@globetouch.com; rahul.bassi@globetouch.com;Alan.MacDonald@globetouch.com;gt.noc@globetouch.com
uscsim.globetouch.com,Globetouch US,Globetouch-drasc2,drasc2.uscsim.globetouch.com,"192.234.88.39,192.234.88.55",YES,Active,saravanan.palani@globetouch.com; rahul.bassi@globetouch.com;Alan.MacDonald@globetouch.com;gt.noc@globetouch.com
globetouch-peeringhub,Globetouch Sweden,Globetouch-HUB-DEA1,drabr1.eucsim.globetouch.com,"193.240.185.86,193.240.185.102",NO,Active,rahul.bassi@globetouch.com;amit.patel@globetouch.com;thomas.therkildsen@syniverse.com;gtto@globetouch.com;Samrat.Majumdar@globetouch.com;peo.gaasvik@globetouch.com 
globetouch-peeringhub,Globetouch Sweden,Globetouch-HUB-DEA2,drabr2.eucsim.globetouch.com,"193.240.185.87,193.240.185.103",NO,Active,rahul.bassi@globetouch.com;amit.patel@globetouch.com;thomas.therkildsen@syniverse.com;gtto@globetouch.com;Samrat.Majumdar@globetouch.com;peo.gaasvik@globetouch.com 
globetouch-peeringhub,Globetouch Sweden,Globetouch-HUB-DEA3,draln1.eucsim.globetouch.com,"185.81.136.167,185.81.136.183",YES,Active,rahul.bassi@globetouch.com;amit.patel@globetouch.com;thomas.therkildsen@syniverse.com;gtto@globetouch.com;Samrat.Majumdar@globetouch.com;peo.gaasvik@globetouch.com 
globetouch-peeringhub,Globetouch Sweden,Globetouch-HUB-DEA4,draln2.eucsim.globetouch.com,"185.81.136.168,185.81.136.184",YES,Active,rahul.bassi@globetouch.com;amit.patel@globetouch.com;thomas.therkildsen@syniverse.com;gtto@globetouch.com;Samrat.Majumdar@globetouch.com;peo.gaasvik@globetouch.com 
epc.mnc019.mcc454.3gppnetwork.org,Hong Kong Telecommunications (HKT) Limited 3G,HKT-KSG-DEA,dra3.ksg.dra.node.epc.mnc019.mcc454.3gppnetwork.org,"202.4.198.166,202.4.198.167",,Active,mno.noc@pccw.com;Colin.kl.leung@pccw.com;anthony.ko.lam@pccw.com;koon-cheung.ho@pccw.com;Ricky.WK2.Tam@pccw.com;pccw-roaming_support@pccw.com;corepssupport@pccw.com;Ricky.WK2.Tam@pccw.com;wilson.ws.lau@pccw.com;Roaming-Ireg@hkcsl.com;nmc-roaming@hkcsl.com;corepssupport@pccw.com;mno.noc@pccw.com;ENGINEERING-NS-ISOC-Mobile@pccw.com
epc.mnc019.mcc454.3gppnetwork.org,Hong Kong Telecommunications (HKT) Limited 3G,HKT-TPC-DEA,dra2.tpc.dra.node.epc.mnc019.mcc454.3gppnetwork.org,"202.4.198.193,202.4.198.194",,Active,mno.noc@pccw.com;Colin.kl.leung@pccw.com;anthony.ko.lam@pccw.com;koon-cheung.ho@pccw.com;Ricky.WK2.Tam@pccw.com;pccw-roaming_support@pccw.com;corepssupport@pccw.com;Ricky.WK2.Tam@pccw.com;wilson.ws.lau@pccw.com;Roaming-Ireg@hkcsl.com;nmc-roaming@hkcsl.com;corepssupport@pccw.com;mno.noc@pccw.com;ENGINEERING-NS-ISOC-Mobile@pccw.com
,DRA1.HKG2,HongKong-DRA,hkgdra001.aicent.grx,"216.200.79.133,216.200.79.148",YES,Active,
epc.mnc012.mcc208.3gppnetwork.org,Hewlett-Packard Communication Frech,hp-dra01-dal,dal01.dra.node.epc.mnc012.mcc208.3gppnetwork.org,"192.56.232.82,92.56.232.83",YES,Active,hpegcpops@hpe.com;pedro.brandao@hpe.com;pedro.brandao@hpe.com;sergio.carvalhosa@hpe.com;filipe.fernandes@hpe.com;;carlos.galvao@hpe.com;;goncalo.pereira@hpe.com;rui.quaresma@hpe.com;hpegcpsd@hpe.com
epc.mnc012.mcc208.3gppnetwork.org,Hewlett-Packard Communication Frech,hp-dra02-dal,dal02.dra.node.epc.mnc012.mcc208.3gppnetwork.org,"192.56.232.82,192.56.232.83",YES,Active,hpegcpops@hpe.com;pedro.brandao@hpe.com;pedro.brandao@hpe.com;sergio.carvalhosa@hpe.com;filipe.fernandes@hpe.com;;carlos.galvao@hpe.com;;goncalo.pereira@hpe.com;rui.quaresma@hpe.com;hpegcpsd@hpe.com
epc.mnc012.mcc208.3gppnetwork.org,Hewlett-Packard Communication Frech,hpe_dal_vhss1,hss1.node.epc.mnc012.mcc208.3gppnetwork.org,192.85.190.19,YES,Active,hpegcpops@hpe.com;pedro.brandao@hpe.com;pedro.brandao@hpe.com;sergio.carvalhosa@hpe.com;filipe.fernandes@hpe.com;;carlos.galvao@hpe.com;;goncalo.pereira@hpe.com;rui.quaresma@hpe.com;hpegcpsd@hpe.com
epc.mnc012.mcc208.3gppnetwork.org,Hewlett-Packard Communication Frech,hpe_dal_vhss2,hss2.node.epc.mnc012.mcc208.3gppnetwork.org,192.85.190.20,YES,Active,hpegcpops@hpe.com;pedro.brandao@hpe.com;pedro.brandao@hpe.com;sergio.carvalhosa@hpe.com;filipe.fernandes@hpe.com;;carlos.galvao@hpe.com;;goncalo.pereira@hpe.com;rui.quaresma@hpe.com;hpegcpsd@hpe.com
mobi.eastlink.ca,Bragg Communications,HSS-EastLink,wadl-hss01.mobi.eastlink.ca,"71.7.198.84,71.7.198.85",YES,Active,bhawanjot.litt@corp.eastlink.ca;wireless.noc@corp.eastlink.ca;wireless.roaming@corp.eastlink.ca
epc.mnc002.mcc704.3gppnetwork.org,Tigo Guatemala,hss-frj.epc.mnc002.mcc704.3gppnetwork.org,,"200.49.191.193,200.49.191.194",YES,Active,rarriaga@tigo.com.gt;jcaravantes@tigo.com
epc.mnc002.mcc704.3gppnetwork.org,Tigo Guatemala,hss-scr.epc.mnc002.mcc704.3gppnetwork.org,,"200.49.191.195,200.49.191.196",YES,Active,rarriaga@tigo.com.gt;jcaravantes@tigo.com
tigo.com.sv,Tigo(Telemovil) El Salvador,hsscima-tigo-sv,hsscima.tigo.com.sv,"200.85.0.202,200.85.0.203",YES,Active,jcgonzalez@sv.tigo.com;davalos@sv.tigo.com;aminta.bolanos@huawei.com
tigo.com.sv,Tigo(Telemovil) El Salvador,hsssmig-tigo-sv,hsssmig.tigo.com.sv,"200.85.0.204,200.85.0.205",YES,Active,jcgonzalez@sv.tigo.com;davalos@sv.tigo.com;aminta.bolanos@huawei.com
epc.mnc003.mcc454.3gppnetwork.org,Hutchison 3G Hong Kong,HTHK-SPS01-DRA,sps01.dra.epc.mnc003.mcc454.3gppnetwork.org,"202.45.89.5,202.45.89.53",YES,Active,cncc.gnss@htms.huawei.com;ringo.chan@hthk.com; ireg@hthk.com;TONY.TSUI@hthk.com;tony.tsui@hthk.com;ringo.chan@hthk.com;HELEN.TANG@hthk.com;
epc.mnc003.mcc454.3gppnetwork.org,Hutchison 3G Hong Kong,HTHK-SPS02-DRA,sps02.dra.epc.mnc003.mcc454.3gppnetwork.org,"202.45.89.69,202.45.89.117",YES,Active,cncc.gnss@htms.huawei.com;ringo.chan@hthk.com; ireg@hthk.com;TONY.TSUI@hthk.com;tony.tsui@hthk.com;ringo.chan@hthk.com;HELEN.TANG@hthk.com;
epc.mnc003.mcc455.3gppnetwork.org,Hutchison Macau,HutchisonMacau-DRA01-DEA,dra01.dra.epc.mnc003.mcc455.3gppnetwork.org,"203.145.83.37,203.145.83.38",YES,Active,tony.tsui@hthk.com;ringo.chan@hthk.com;HELEN.TANG@hthk.com;Filipe.Antonio@htmac.com;CHARLES.YAU@hthk.com;Kenny.cheong@zte.com.cn;Lincoln.hung@zte.com.cn;noc.mo@zte.com.cn;roaming.team@htmac.com;Filipe.Antonio@htmac.com;CHARLES.YAU@hthk.com;Kenny.cheong@zte.com.cn;Lincoln.hung@zte.com.cn;noc.mo@zte.com.cn;roaming.team@htmac.com;Denny.Chen@htmac.com;ts-dss@syniverse.com
epc.mnc003.mcc455.3gppnetwork.org,Hutchison Macau,HutchisonMacau-DRA02-DEA,dra02.dra.epc.mnc003.mcc455.3gppnetwork.org,"203.145.83.39,203.145.83.40",YES,Active,tony.tsui@hthk.com;ringo.chan@hthk.com;HELEN.TANG@hthk.com;Filipe.Antonio@htmac.com;CHARLES.YAU@hthk.com;Kenny.cheong@zte.com.cn;Lincoln.hung@zte.com.cn;noc.mo@zte.com.cn;roaming.team@htmac.com;Filipe.Antonio@htmac.com;CHARLES.YAU@hthk.com;Kenny.cheong@zte.com.cn;Lincoln.hung@zte.com.cn;noc.mo@zte.com.cn;roaming.team@htmac.com;Denny.Chen@htmac.com;ts-dss@syniverse.com
,iBasis Peer,ibasis-draams101-dea,draams101.ibasis.grx,"62.93.153.4,62.93.153.36",YES,Active,roaming@ibasis.net;support@ibasis.net
,iBasis Peer,ibasis-draams102-dea,draams102.ibasis.grx,"62.93.153.5,62.93.153.37",YES,Active,roaming@ibasis.net;support@ibasis.net
,iBasis Peer,ibasis-dramia101-dea,dramia101.ibasis.grx,"62.93.135.4,62.93.135.36",YES,Active,roaming@ibasis.net;support@ibasis.net
,iBasis Peer,ibasis-dramia102-dea,dramia102.ibasis.grx,"62.93.135.5,62.93.135.37",YES,Active,roaming@ibasis.net;support@ibasis.net
,iBasis Peer,ibasis-dranyc101-dea,dranyc101.ibasis.grx,"216.168.181.6,216.168.181.38",YES,Active,roaming@ibasis.net;support@ibasis.net
